id,year,goes_trick_or_treating,gender,age,country,Q6 | 100 Grand Bar,Q6 | Anonymous brown globs that come in black and orange wrappers	(a.k.a. Mary Janes),Q6 | Any full-sized candy bar,Q6 | Black Jacks,Q6 | Bonkers (the candy),Q6 | Bottle Caps,Q6 | Box'o'Raisins,Q6 | Butterfinger,Q6 | Cadbury Creme Eggs,Q6 | Candy Corn,Q6 | Candy that is clearly just the stuff given out for free at restaurants,Q6 | Caramellos,Q6 | Chick-o-Sticks (we don’t know what that is),Q6 | Chiclets,Q6 | Coffee Crisp,Q6 | Dots,Q6 | Dove Bars,Q6 | Fuzzy Peaches,Q6 | Goo Goo Clusters,Q6 | Good N' Plenty,Q6 | Gum from baseball cards,Q6 | Gummy Bears straight up,Q6 | Hard Candy,Q6 | Heath Bar,Q6 | Hershey's Dark Chocolate,Q6 | Hershey’s Milk Chocolate,Q6 | Hershey's Kisses,Q6 | Jolly Rancher (bad flavor),Q6 | Jolly Ranchers (good flavor),Q6 | JoyJoy (Mit Iodine!),Q6 | Junior Mints,Q6 | Senior Mints,Q6 | Kinder Happy Hippo,Q6 | Kit Kat,Q6 | LaffyTaffy,Q6 | LemonHeads,Q6 | Licorice (not black),Q6 | Licorice (yes black),Q6 | Lindt Truffle,Q6 | Lollipops,Q6 | Mars,Q6 | Maynards,Q6 | Mike and Ike,Q6 | Milk Duds,Q6 | Milky Way,Q6 | Regular M&Ms,Q6 | Peanut M&M’s,Q6 | Blue M&M's,Q6 | Red M&M's,Q6 | Green Party M&M's,Q6 | Independent M&M's,Q6 | Mint Kisses,Q6 | Mint Juleps,Q6 | Mr. Goodbar,Q6 | Necco Wafers,Q6 | Nerds,Q6 | Nestle Crunch,Q6 | Now'n'Laters,Q6 | Peeps,Q6 | Pencils,Q6 | Pixy Stix,Q6 | Reese’s Peanut Butter Cups,Q6 | Reese's Pieces,Q6 | Reggie Jackson Bar,Q6 | Rolos,Q6 | Skittles,Q6 | Smarties (American),Q6 | Smarties (Commonwealth),Q6 | Snickers,Q6 | Sourpatch Kids (i.e. abominations of nature),Q6 | Starburst,Q6 | Sweet Tarts,Q6 | Swedish Fish,Q6 | Sweetums (a friend to diabetes),Q6 | Take 5,Q6 | Tic Tacs,Q6 | Those odd marshmallow circus peanut things,Q6 | Three Musketeers,Q6 | Tolberone something or other,Q6 | Twix,"Q6 | Vials of pure high fructose corn syrup, for main-lining into your vein",Q6 | Whatchamacallit Bars,Q6 | York Peppermint Patties
20172084,2017,No,Male,44,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172085,2017,Yes,Female,26,Ireland,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR
20172086,2017,Yes,Male,49,us,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172087,2017,No,Other,18,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172088,2017,No,Female,42,US,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY
20172089,2017,No,Male,46,USA,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY
20172090,2017,No,Male,35,usa,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY
20172091,2017,No,I'd rather not say,40,USA,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20172092,2017,No,Female,41,United States,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY
20172093,2017,No,Female,32,United States of America,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,NA,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY
20172094,2017,No,Male,35,u s a,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH
20172095,2017,No,Female,29,United States,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY
20172096,2017,No,Female,40,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172097,2017,No,Male,28,United States,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH
20172098,2017,Yes,Female,42,usa,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH
20172099,2017,No,Male,35,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172100,2017,No,Male,64,USA,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY
20172101,2017,No,Male,58,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172102,2017,No,Male,56,USA,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH
20172103,2017,No,Female,22,United States,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR
20172104,2017,Yes,Male,36,United States,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,NA,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,NA,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,NA,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20172105,2017,Yes,Male,46,USA,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY
20172106,2017,No,I'd rather not say,59,USA,NA,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY
20172107,2017,No,Male,33,United States,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY
20172108,2017,No,Male,49,usa,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY
20172109,2017,No,Male,50,USA,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH
20172110,2017,No,Male,55,United States,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY
20172111,2017,No,Male,NA,United States of America,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH
20172112,2017,No,Male,56,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172113,2017,No,Male,34,united states,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20172114,2017,No,Male,29,usa,NA,NA,JOY,NA,NA,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,NA,NA,JOY,JOY,DESPAIR,MEH,NA,DESPAIR,NA,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,NA,MEH,NA,JOY,MEH,JOY,JOY,JOY,JOY,NA,MEH,MEH,NA,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,NA,NA,NA,NA,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,NA,JOY,JOY,JOY,JOY,MEH,NA,MEH,JOY,JOY,NA,NA,DESPAIR,NA,JOY,NA,JOY,NA,NA,NA
20172115,2017,No,Female,49,US,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY
20172116,2017,Yes,Male,53,US,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,NA,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH
20172117,2017,No,Male,38,United States,JOY,DESPAIR,JOY,NA,NA,NA,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,NA,MEH,NA,JOY,JOY,JOY,NA,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,NA,MEH,NA,NA,JOY,MEH,MEH,MEH,MEH,JOY,JOY,NA,NA,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,NA,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,NA,JOY,JOY,JOY,NA,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,NA,MEH,MEH,JOY,MEH,JOY,JOY
